result,spieler,matchesplayed,minutesplayed,team,land,q,gebdat,pos,laenderspiele,laenderspieltore,quelle,tore,assists,attemptsontarget,attemptsofftarget,attemptsblocked,foulscommited,foulssuffered,yellowcards,passes,passescomplete
81,Arjen Robben,4,301,Netherlands,Niederlande,nq,30704,Mittelfeld,88,30,http://www.uefa.com/uefaeuro/season=2016/teams/player=57134/index.html,2,1,5,10,7,,,,198,172
216,Gil Vermouth,5,295,Israel,Israel,nq,31264,Mittelfeld,27,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=63137/index.html,1,1,3,4,0,0,4,1,135,116
148,Bartosz Kapustka,1,28,Poland,Polen,q,35422,Mittelfeld,7,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250078703/index.html,1,0,1,0,0,1,0,0,8,7
150,Bilal Kısa,1,50,Turkey,Türkei,q,30489,Mittelfeld,7,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=95698/index.html,1,0,1,2,0,1,1,1,45,43
152,Rúrik Gíslason,5,53,Iceland,Island,q,32198,Mittelfeld,37,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=73337/index.html,1,0,1,0,0,1,4,1,24,21
153,Stanislav Šesták,3,56,Slovakia,Slowakei,q,30301,Angriff,65,13,http://www.uefa.com/uefaeuro/season=2016/teams/player=57689/index.html,1,1,1,0,0,1,2,1,7,7
154,Armando Sadiku,2,58,Albania,Albanien,q,33385,Angriff,19,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=250014647/index.html,1,0,1,1,0,1,2,0,15,8
156,Mario Gaspar,1,90,Spain,Spanien,q,33201,Verteidigung,3,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250000856/index.html,1,0,1,0,0,1,1,0,28,25
159,Valentin Stocker,3,109,Switzerland,Schweiz,q,32610,Mittelfeld,33,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=102138/index.html,1,0,1,0,0,1,1,0,23,19
160,Eren Derdiyok,2,112,Switzerland,Schweiz,q,32306,Angriff,52,10,http://www.uefa.com/uefaeuro/season=2016/teams/player=108207/index.html,1,0,2,3,2,1,3,0,23,18
162,Berat Sadik,3,122,Finland,Finnland,nq,31669,Angriff,11,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=106131/index.html,1,1,1,1,1,1,1,0,25,16
165,Saulius Mikoliūnas,3,130,Lithuania,Litauen,nq,30804,Mittelfeld,72,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=57155/index.html,1,0,1,1,1,1,5,0,31,26
166,Marcel Sabitzer,7,133,Austria,Österreich,q,34410,Mittelfeld,18,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024349/index.html,1,1,5,2,2,1,1,0,53,48
167,Eidur Gudjohnsen,3,134,Iceland,Island,q,28748,Angriff,86,26,http://www.uefa.com/uefaeuro/season=2016/teams/player=19878/index.html,1,0,1,1,0,1,1,0,59,52
189,Róaldur Jakobsen,3,197,Faroe Islands,Faroe Islands,nq,33261,Mittelfeld,3,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1908325/index.html,1,0,1,0,1,1,2,1,54,42
198,Jakub Błaszczykowski,5,225,Poland,Polen,q,31395,Mittelfeld,79,16,http://www.uefa.com/uefaeuro/season=2016/teams/player=93621/index.html,1,1,2,1,3,1,1,0,97,76
200,Daniele De Rossi,3,235,Italy,Italien,q,30521,Mittelfeld,103,18,http://www.uefa.com/uefaeuro/season=2016/teams/player=58656/index.html,1,0,1,1,0,1,6,0,124,112
205,Javid Hüseynov,4,260,Azerbaijan,Azerbaijan,nq,32211,Mittelfeld,44,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=102781/index.html,1,0,1,1,0,1,4,0,140,125
209,Gergő Lovrencsics,6,274,Hungary,Ungarn,q,32387,Mittelfeld,12,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250052596/index.html,1,1,3,4,1,1,2,0,58,44
252,Dejan Damjanović,7,418,Montenegro,Montenegro,nq,29794,Angriff,30,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=250035638/index.html,1,0,6,9,4,1,2,0,101,86
329,Jordi Alba,9,723,Spain,Spanien,q,32588,Verteidigung,42,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=250000036/index.html,1,3,2,4,2,1,6,0,615,567
155,Ventsislav Hristov,3,88,Bulgaria,Bulgarien,nq,32456,Angriff,8,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902423/index.html,1,0,4,1,0,2,1,0,11,9
157,Laurent Depoitre,1,90,Belgium,Belgien,q,32484,Angriff,1,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250086334/index.html,1,0,3,0,0,2,2,1,19,15
164,David Cotterill,2,129,Wales,Wales,q,32115,Angriff,23,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=97627/index.html,1,0,2,1,1,2,0,1,39,35
172,Raul Rusescu,3,154,Romania,Rumänien,q,32333,Angriff,10,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=108036/index.html,1,0,2,2,1,2,4,0,40,31
179,Oleg Kuzmin,3,172,Russia,Russland,q,29715,Verteidigung,5,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=35170/index.html,1,0,1,0,0,2,1,1,63,49
206,Stephan El Shaarawy,4,264,Italy,Italien,q,33904,Angriff,19,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250006202/index.html,1,0,4,9,2,2,4,0,65,55
211,Oğuzhan Özyakup,5,283,Turkey,Türkei,q,33870,Mittelfeld,20,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1909099/index.html,1,0,1,3,1,2,4,2,115,98
213,Kostas Stafylidis,4,289,Greece,Griechenland,nq,34305,Verteidigung,9,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013063/index.html,1,0,2,0,1,2,2,0,136,119
214,Nikoloz Gelashvili,4,292,Georgia,Georgien,nq,31264,Angriff,25,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=103938/index.html,1,0,2,2,0,2,5,0,33,27
218,Eugeniu Cebotaru,5,304,Moldova,Moldawien,nq,30971,Mittelfeld,46,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=98938/index.html,1,0,1,2,0,2,2,1,110,82
227,Luciano Narsingh,5,314,Netherlands,Niederlande,nq,33129,Angriff,18,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=108917/index.html,1,0,2,4,1,2,4,0,83,75
232,Andrés Iniesta,5,331,Spain,Spanien,q,30813,Mittelfeld,107,12,http://www.uefa.com/uefaeuro/season=2016/teams/player=58031/index.html,1,0,2,5,2,2,10,0,363,330
234,Ibrahim Afellay,5,337,Netherlands,Niederlande,nq,31504,Mittelfeld,53,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=72417/index.html,1,2,4,3,1,2,6,0,311,294
236,Constantinos Charalambides,6,344,Cyprus,Zypern,nq,29792,Mittelfeld,82,12,http://www.uefa.com/uefaeuro/season=2016/teams/player=43504/index.html,1,1,1,0,0,2,6,0,116,88
239,Marco Reus,4,360,Germany,Deutschland,q,32659,Mittelfeld,29,9,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011791/index.html,1,0,12,5,1,2,5,0,218,198
243,Mats Møller Daehli,5,361,Norway,Norwegen,nq,34760,Mittelfeld,12,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250040966/index.html,1,0,3,2,0,2,6,0,145,128
250,Jeffrey Bruma,5,410,Netherlands,Niederlande,nq,33555,Verteidigung,19,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008514/index.html,1,0,2,0,0,2,5,1,371,341
261,Phil Jagielka,6,462,England,England,q,30180,Verteidigung,39,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=70298/index.html,1,0,3,0,0,2,5,1,348,337
276,Danijel Pranjić,6,522,Croatia,Kroatien,q,29922,Mittelfeld,57,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=66331/index.html,1,1,3,2,0,2,5,0,238,203
288,Ikechi Anya,8,582,Scotland,Schottland,nq,32145,Mittelfeld,21,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250049337/index.html,1,2,3,0,2,2,1,0,158,139
334,Sergei Ignashevich,9,786,Russia,Russland,q,29050,Verteidigung,116,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=55543/index.html,1,2,2,5,5,2,7,0,611,567
169,Chris Martin,5,139,Scotland,Schottland,nq,32451,Angriff,8,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902454/index.html,1,1,3,4,1,3,5,0,59,54
170,László Kleinheisler,2,147,Hungary,Ungarn,q,34432,Mittelfeld,5,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250023225/index.html,1,0,3,0,0,3,3,0,41,33
177,Andrej Galabinov,4,169,Bulgaria,Bulgarien,nq,32474,Angriff,6,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250040218/index.html,1,0,2,3,1,3,4,0,28,26
184,Cyrus Christie,2,180,Republic of Ireland,Irland,q,33877,Verteidigung,5,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250080524/index.html,1,0,1,0,0,3,2,0,57,49
191,Håvard Nielsen,6,199,Norway,Norwegen,nq,34165,Angriff,14,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250014310/index.html,1,0,4,1,3,3,5,0,43,33
196,Dejan Lazarevič,10,224,Slovenia,Slowenien,nq,32919,Mittelfeld,20,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=107358/index.html,1,0,3,5,1,3,9,3,90,77
204,Miroslav Stoch,7,257,Slovakia,Slowakei,q,32800,Mittelfeld,54,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=102152/index.html,1,2,3,3,2,3,2,1,79,62
207,Bekim Balaj,5,265,Albania,Albanien,q,33249,Angriff,15,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250002979/index.html,1,0,2,2,0,3,5,0,23,17
208,Jarkko Hurme,3,270,Finland,Finnland,nq,31567,Verteidigung,10,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=69659/index.html,1,0,1,1,0,3,3,1,104,89
221,Kornel Saláta,4,309,Slovakia,Slowakei,q,31071,Verteidigung,37,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=105127/index.html,1,0,1,1,0,3,0,0,99,88
231,Fábio Coentrão,4,330,Portugal,Portugal,q,32213,Verteidigung,51,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=107951/index.html,1,1,3,1,1,3,7,1,103,86
260,Ricardo Carvalho,6,455,Portugal,Portugal,q,28628,Verteidigung,85,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=31429/index.html,1,0,1,0,0,3,4,1,164,150
264,Jake Gosling,8,465,Gibraltar,Gibraltar,nq,34192,Mittelfeld,11,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250070374/index.html,1,0,2,0,0,3,4,0,142,119
298,Kostas Mitroglou,8,619,Greece,Griechenland,nq,32214,Angriff,47,9,http://www.uefa.com/uefaeuro/season=2016/teams/player=103218/index.html,1,0,5,6,6,3,3,0,125,104
354,Balázs Dzsudzsák,12,1045,Hungary,Ungarn,q,31769,Angriff,77,18,http://www.uefa.com/uefaeuro/season=2016/teams/player=69822/index.html,1,2,12,11,14,3,25,2,210,161
168,Ola Toivonen,4,136,Sweden,Schweden,q,31596,Angriff,44,9,http://www.uefa.com/uefaeuro/season=2016/teams/player=97690/index.html,1,0,3,1,0,4,1,0,24,20
171,James McArthur,5,153,Scotland,Schottland,nq,32057,Mittelfeld,24,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=1909698/index.html,1,0,2,0,0,4,1,0,42,37
178,Nikola Kalinić,4,170,Croatia,Kroatien,q,32147,Angriff,29,11,http://www.uefa.com/uefaeuro/season=2016/teams/player=97212/index.html,1,1,3,4,4,4,3,0,39,31
183,Pajtim Kasami,4,179,Switzerland,Schweiz,q,33757,Mittelfeld,12,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250017994/index.html,1,1,3,6,4,4,9,0,143,127
185,Michael Lang,2,180,Switzerland,Schweiz,q,33277,Verteidigung,17,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905346/index.html,1,0,1,1,0,4,0,0,89,80
201,Josef Šural,4,237,Czech Republic,Tschechien,q,33023,Mittelfeld,11,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=107314/index.html,1,2,1,1,2,4,5,0,72,53
203,Matt Ritchie,5,252,Scotland,Schottland,nq,32761,Mittelfeld,10,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250003735/index.html,1,1,2,4,2,4,3,0,107,83
219,Christian Benteke,5,306,Belgium,Belgien,q,33210,Angriff,27,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=1902165/index.html,1,0,5,4,1,4,1,0,85,69
224,Mërgim Mavraj,4,311,Albania,Albanien,q,31572,Verteidigung,26,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008364/index.html,1,0,2,1,0,4,4,1,116,107
229,David Turpel,8,321,Luxembourg,Luxemburg,nq,33896,Angriff,20,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250040561/index.html,1,0,2,4,0,4,4,1,49,37
241,Arijan Ademi,4,360,FYR Macedonia,Mazedonien,nq,33387,Mittelfeld,7,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005231/index.html,1,0,4,1,1,4,5,0,99,92
249,Blerim Džemaili,7,394,Switzerland,Schweiz,q,31514,Mittelfeld,48,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=94099/index.html,1,0,3,4,3,4,12,2,241,219
254,Niall McGinn,8,422,Northern Ireland,Nordirland,q,31978,Angriff,42,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=104747/index.html,1,4,4,3,2,4,7,0,103,89
281,Roman Eremenko,6,540,Finland,Finnland,nq,31855,Mittelfeld,72,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=72529/index.html,1,1,8,7,2,4,7,0,313,270
285,Agim Ibraimi,8,577,FYR Macedonia,Mazedonien,nq,32384,Mittelfeld,38,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=96415/index.html,1,1,7,4,2,4,15,0,215,178
314,Christian Holst,9,683,Faroe Islands,Faroe Islands,nq,29945,Angriff,51,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=72428/index.html,1,0,1,1,0,4,9,0,166,121
173,Josh Magennis,7,159,Northern Ireland,Nordirland,q,33100,Mittelfeld,19,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1901158/index.html,1,0,1,4,4,5,4,1,22,17
175,Sławomir Peszko,4,164,Poland,Polen,q,31097,Mittelfeld,37,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=64166/index.html,1,0,1,0,2,5,4,2,39,29
181,Gheorghe Boghiu,2,176,Moldova,Moldawien,nq,29885,Angriff,5,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=57592/index.html,1,0,2,3,3,5,2,0,19,15
182,Miguel Veloso,3,177,Portugal,Portugal,q,31543,Mittelfeld,56,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=70090/index.html,1,0,1,2,1,5,1,0,62,54
187,Tomáš Necid,5,187,Czech Republic,Tschechien,q,32733,Angriff,39,11,http://www.uefa.com/uefaeuro/season=2016/teams/player=102312/index.html,1,1,1,1,0,5,2,0,50,42
190,Álvaro Morata,4,198,Spain,Spanien,q,33900,Angriff,9,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024456/index.html,1,0,5,6,0,5,2,1,38,31
192,Robert Berić,4,202,Slovenia,Slowenien,nq,33406,Angriff,11,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905912/index.html,1,0,3,1,1,5,1,0,36,31
199,Lasse Vibe,5,231,Denmark,Dänemark,nq,31830,Mittelfeld,10,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250062038/index.html,1,0,6,1,4,5,5,0,57,45
212,Shkelzen Gashi,4,287,Albania,Albanien,q,32339,Angriff,13,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=97737/index.html,1,1,5,2,2,5,0,0,92,74
217,Nicolai Jørgensen,5,301,Denmark,Dänemark,nq,33253,Angriff,18,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250013182/index.html,1,0,6,4,2,5,4,1,83,74
225,Michael Mifsud,7,313,Malta,Malta,nq,29693,Angriff,114,40,http://www.uefa.com/uefaeuro/season=2016/teams/player=34474/index.html,1,0,3,2,3,5,4,0,39,34
230,Umut Bulut,6,329,Turkey,Türkei,q,30390,Angriff,38,10,http://www.uefa.com/uefaeuro/season=2016/teams/player=61369/index.html,1,0,5,6,2,5,6,0,69,55
235,Alex Oxlade-Chamberlain,7,343,England,England,q,34196,Mittelfeld,24,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=250021048/index.html,1,3,5,1,1,5,3,0,143,112
240,Hrayr Mkoyan,4,360,Armenia,Armenien,nq,31657,Verteidigung,36,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=94528/index.html,1,0,3,0,1,5,2,0,123,111
242,Berat Xhimshiti,4,360,Albania,Albanien,q,34019,Verteidigung,6,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250028715/index.html,1,0,1,2,2,5,0,2,111,92
244,Panagiotis Tachtsidis,5,364,Greece,Griechenland,nq,33284,Mittelfeld,17,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1907824/index.html,1,2,3,4,0,5,7,0,186,158
256,Jo Inge Berget,6,426,Norway,Norwegen,nq,33127,Angriff,11,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=108933/index.html,1,1,2,3,4,5,6,0,96,74
258,Hakan Çalhanoğlu,7,450,Turkey,Türkei,q,34373,Mittelfeld,19,6,http://www.uefa.com/uefaeuro/season=2016/teams/player=250022829/index.html,1,0,4,5,10,5,6,0,186,153
266,Alexandru Maxim,9,471,Romania,Rumänien,q,33062,Mittelfeld,28,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250042125/index.html,1,1,5,4,0,5,16,1,170,156
271,Alexandru Epureanu,6,495,Moldova,Moldawien,nq,31682,Verteidigung,73,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=64027/index.html,1,0,1,1,0,5,6,0,243,215
286,Jimmy Durmaz,8,577,Sweden,Schweden,q,32589,Mittelfeld,30,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250008395/index.html,1,3,4,3,1,5,15,0,277,233
291,Žarko Tomašević,7,601,Montenegro,Montenegro,nq,32926,Verteidigung,17,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250011594/index.html,1,0,3,2,1,5,4,1,271,234
307,Aleksandar Kolarov,7,648,Serbia,Serbien,nq,31361,Verteidigung,64,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=105814/index.html,1,2,3,3,2,5,12,4,276,222
312,Konstantin Vassiljev,9,678,Estonia,Estland,nq,30910,Mittelfeld,87,21,http://www.uefa.com/uefaeuro/season=2016/teams/player=68290/index.html,1,0,8,13,6,5,6,0,384,290
320,Samat Smakov,8,697,Kazakhstan,Kasachstan,nq,28832,Verteidigung,73,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=54796/index.html,1,0,1,1,2,5,6,0,404,369
151,Ciprian Marica,1,53,Romania,Rumänien,q,31322,Angriff,72,25,http://www.uefa.com/uefaeuro/season=2016/teams/player=63022/index.html,1,0,1,0,0,6,1,2,,
174,Jakob Poulsen,3,163,Denmark,Dänemark,nq,30504,Mittelfeld,38,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=63458/index.html,1,0,1,2,0,6,0,0,73,61
193,Breel Embolo,5,205,Switzerland,Schweiz,q,35475,Angriff,10,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250064274/index.html,1,4,2,1,1,6,7,0,76,56
202,Christos Aravidis,3,248,Greece,Griechenland,nq,31849,Mittelfeld,5,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=67992/index.html,1,0,1,2,0,6,3,1,43,37
210,Aleksandrs Cauņa,5,282,Latvia,Lettland,nq,32161,Mittelfeld,45,12,http://www.uefa.com/uefaeuro/season=2016/teams/player=98086/index.html,1,0,3,2,2,6,9,0,113,87
215,Lukas Spalvis,4,293,Lithuania,Litauen,nq,34542,Angriff,15,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250056011/index.html,1,0,3,4,0,6,2,2,40,35
226,Zoltán Stieber,4,313,Hungary,Ungarn,q,32432,Mittelfeld,12,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=108988/index.html,1,0,5,1,0,6,1,1,65,57
238,Tomáš Sivok,4,351,Czech Republic,Tschechien,q,30574,Verteidigung,54,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=53592/index.html,1,0,1,4,0,6,2,0,183,161
245,Paulus Arajuuri,5,377,Finland,Finnland,nq,32309,Verteidigung,13,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005371/index.html,1,0,1,0,0,6,1,2,133,117
248,Isco,6,386,Spain,Spanien,q,33715,Mittelfeld,14,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024454/index.html,1,0,3,4,3,6,12,0,357,316
255,Karim Bellarabi,7,423,Germany,Deutschland,q,32971,Mittelfeld,10,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250025456/index.html,1,0,8,6,6,6,5,1,217,182
279,Jason Demetriou,6,540,Cyprus,Zypern,nq,32099,Verteidigung,30,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250009623/index.html,1,0,1,0,0,6,5,1,266,238
292,Serdar Aziz,7,609,Turkey,Türkei,q,33169,Verteidigung,9,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=1901684/index.html,1,0,2,3,0,6,6,0,222,202
296,Aleksejs Višņakovs,9,619,Latvia,Lettland,nq,30715,Mittelfeld,67,9,http://www.uefa.com/uefaeuro/season=2016/teams/player=57987/index.html,1,1,3,2,0,6,7,0,109,88
305,Jón Dadi Bödvarsson,9,638,Iceland,Island,q,33749,Angriff,21,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250024873/index.html,1,0,2,6,0,6,12,0,95,80
313,Gökhan Inler,8,679,Switzerland,Schweiz,q,30860,Mittelfeld,89,7,http://www.uefa.com/uefaeuro/season=2016/teams/player=101473/index.html,1,0,3,8,3,6,13,0,557,497
326,Johan Djourou,8,720,Switzerland,Schweiz,q,31795,Verteidigung,60,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=67173/index.html,1,0,2,0,0,6,6,1,505,491
330,Łukasz Szukała,9,732,Poland,Polen,q,30828,Verteidigung,17,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=69669/index.html,1,0,3,1,1,6,7,2,371,354
180,Thomas Kahlenberg,5,175,Denmark,Dänemark,nq,30395,Mittelfeld,47,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=61102/index.html,1,0,1,0,2,7,3,0,140,132
222,Divock Origi,7,311,Belgium,Belgien,q,34807,Angriff,20,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=250042610/index.html,1,1,5,5,3,7,4,0,65,50
223,Simone Zaza,5,311,Italy,Italien,q,33414,Angriff,11,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250020649/index.html,1,2,3,6,5,7,4,1,51,39
247,Tarik Elyounoussi,5,382,Norway,Norwegen,nq,32196,Angriff,36,8,http://www.uefa.com/uefaeuro/season=2016/teams/player=106223/index.html,1,0,4,7,0,7,6,3,74,61
251,Admir Mehmedi,8,416,Switzerland,Schweiz,q,33313,Angriff,42,4,http://www.uefa.com/uefaeuro/season=2016/teams/player=1905353/index.html,1,0,5,4,1,7,3,0,151,123
259,Giorgos Merkis,6,454,Cyprus,Zypern,nq,30893,Verteidigung,32,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=58883/index.html,1,0,1,0,1,7,1,1,178,163
263,Jamie Ward,6,465,Northern Ireland,Nordirland,q,31544,Mittelfeld,22,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=98655/index.html,1,0,8,5,3,7,5,0,91,72
282,Besart Abdurahimi,9,549,FYR Macedonia,Mazedonien,nq,33085,Mittelfeld,12,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250005235/index.html,1,0,5,7,9,7,11,3,87,58
284,Josip Iličić,9,561,Slovenia,Slowenien,nq,32171,Angriff,39,2,http://www.uefa.com/uefaeuro/season=2016/teams/player=250001755/index.html,1,2,6,5,3,7,10,2,189,162
300,Ovidiu Hoban,8,624,Romania,Rumänien,q,30312,Mittelfeld,20,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=250030842/index.html,1,0,1,5,1,7,11,2,192,171
319,Robert Arzumanyan,8,696,Armenia,Armenien,nq,31252,Verteidigung,74,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=71316/index.html,1,0,2,0,1,7,7,3,258,221
348,Branko Ilić,10,855,Slovenia,Slowenien,nq,30353,Verteidigung,63,1,http://www.uefa.com/uefaeuro/season=2016/teams/player=63312/index.html,1,0,4,0,0,7,15,0,451,404
186,Adis Jahović,3,182,FYR Macedonia,Mazedonien,nq,31854,Angriff,14,3,http://www.uefa.com/uefaeuro/season=2016/teams/player=105089/index.html,1,0,3,1,2,8,4,1,31,24
195,Dimitar Rangelov,4,219,Bulgaria,Bulgarien,nq,30356,Angriff,38,5,http://www.uefa.com/uefaeuro/season=2016/teams/player=63356/index.html,1,0,1,0,0,8,3,1,68,58
